event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King  Arnold,Carolyn King Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53192,8.,33,"Authorize (1) the approval of the City Council of the City of Dallas, to act as the applicable elected representative, as defined by Section 147(f)(2)(E) of the Internal Revenue Code of 1986, as amended (Code), of the issuance of multifamily residential mortgage revenue bonds (Bonds) issued by the City of Dallas Housing Finance Corporation (DHFC or Issuer) in one or more series of tax-exempt bonds in an amount not to exceed $35,000,000.00; proceeds of the Bonds will be loaned to Ash Creek Preservation Apartments, LLC to finance a portion of the cost of the renovation of units for an affordable multifamily complex to be known as Rosemont at Ash Creek and located at 2605 John West Road, Dallas, Texas (Development); and (2) the approval of the application of the Texas Housing Finance Corporations Act, Chapter 394, Local Government Code (Act), to the property on which the Development will be constructed and the use of proceeds of the bonds issued by the DHFC pursuant to the Act to finance and construct the Development; a public hearing with respect to the Bonds and the Development was held on March 28, 2022 after reasonable public notice was published in a newspaper of general circulation in the City of Dallas all in compliance with Section 147(f) of the Code - Financing: No cost consideration to the City",22-869,CONSENT AGENDA,Approved as an Individual Item,10713,"Authorize (1) the approval of the City Council of the City of Dallas, to act as the applicable elected representative, as defined by Section 147(f)(2)(E) of the Internal Revenue Code of 1986, as amended (Code), of the issuance of multifamily residential mortgage revenue bonds (Bonds) issued by the City of Dallas Housing Finance Corporation (DHFC or Issuer) in one or more series of tax-exempt bonds in an amount not to exceed $35,000,000.00; proceeds of the Bonds will be loaned to Ash Creek Preservation Apartments, LLC to finance a portion of the cost of the renovation of units for an affordable multifamily complex to be known as Rosemont at Ash Creek and located at 2605 John West Road, Dallas, Texas (Development); and (2) the approval of the application of the Texas Housing Finance Corporations Act, Chapter 394, Local Government Code (Act), to the property on which the Development will be constructed and the use of proceeds of the bonds issued by the DHFC pursuant to the Act to finance and construct the Development; a public hearing with respect to the Bonds and the Development was held on March 28, 2022 after reasonable public notice was published in a newspaper of general circulation in the City of Dallas all in compliance with Section 147(f) of the Code - Financing: No cost consideration to the City",2022-03-31,22-0790; APPROVED AS AN INDIVIDUAL ITEM,Department of Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/53084f46-5f5c-4fe5-8ba0-c7705918978e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/f13b59f8-1361-4286-a360-ff50c0b5a348.docx,YES,YES,YES,,YES,YES,AWVT,ABST,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53191,9.,34,"Authorize (1) the approval of the City Council of the City of Dallas, to act as the applicable elected representative, as defined by Section 147(f)(2)(E) of the Internal Revenue Code of 1986, as amended (Code), of the issuance of multifamily residential mortgage revenue bonds (Bonds) issued by the City of Dallas Housing Finance Corporation (DHFC or Issuer) in one or more series of tax-exempt bonds in an amount not to exceed $30,000,000.00; proceeds of the Bonds will be loaned to S Zang, LP to finance a portion of the cost for the new construction of units for an affordable multifamily complex to be known as Highpoint at Wynnewood and located at 1911 Pratt Street, Dallas, Texas 75224 (Development); and (2) the approval of the application of the Texas Housing Finance Corporations Act, Chapter 394, Local Government Code (Act), to the property on which the Development will be constructed and the use of proceeds of the bonds issued by the DHFC pursuant to the Act to finance and construct the Development; a public hearing with respect to the Bonds and the Development was held on March 14, 2022 after reasonable public notice was published in a newspaper of general circulation in the City of Dallas all in compliance with Section 147(f) of the Code - Financing: No cost consideration to the City",22-712,CONSENT AGENDA,Approved,10556,"Authorize (1) the approval of the City Council of the City of Dallas, to act as the applicable elected representative, as defined by Section 147(f)(2)(E) of the Internal Revenue Code of 1986, as amended (Code), of the issuance of multifamily residential mortgage revenue bonds (Bonds) issued by the City of Dallas Housing Finance Corporation (DHFC or Issuer) in one or more series of tax-exempt bonds in an amount not to exceed $30,000,000.00; proceeds of the Bonds will be loaned to S Zang, LP to finance a portion of the cost for the new construction of units for an affordable multifamily complex to be known as Highpoint at Wynnewood and located at 1911 Pratt Street, Dallas, Texas 75224 (Development); and (2) the approval of the application of the Texas Housing Finance Corporations Act, Chapter 394, Local Government Code (Act), to the property on which the Development will be constructed and the use of proceeds of the bonds issued by the DHFC pursuant to the Act to finance and construct the Development; a public hearing with respect to the Bonds and the Development was held on March 14, 2022 after reasonable public notice was published in a newspaper of general circulation in the City of Dallas all in compliance with Section 147(f) of the Code - Financing: No cost consideration to the City",2022-03-14,22-0791; APPROVED,Department of Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,1,Socrata Roll Call,,,,,0,9,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/16984c5c-c500-4eb4-aa13-bd2dd0cd0b6e.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/97b0eec4-17e0-41d3-91c2-9e53822e6a0f.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53337,10.,36,"An ordinance providing for the closure and vacation to vehicular traffic of a portion of South Pearl Expressway containing approximately 12,160 square feet of land, located at the intersection of South Pearl Expressway and Taylor Street - Financing: No cost consideration to the City",22-1155,CONSENT AGENDA,Approved,10997,"An ordinance providing for the closure and vacation to vehicular traffic of a portion of South Pearl Expressway containing approximately 12,160 square feet of land, located at the intersection of South Pearl Expressway and Taylor Street - Financing: No cost consideration to the City",2022-05-06,22-0792; APPROVED; ORDINANCE 32212,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/8eeff61f-1432-4c2f-afde-0f55a64af957.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6b389d71-ee44-447a-9f0e-9adac0da8e0b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/68998785-4a6a-4397-b321-0eb4bcd23acf.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e3508bfb-fd60-46b4-a628-559ac7935522.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53199,11.,37,"Authorize acquisition from Wilbow-Timberlawn, LLC, of approximately four acres of land located near the intersection of Samuell Boulevard and Grove Hill Road for the 4600 Samuell Boulevard Future Park Project - Not to exceed $1,207,600.86 ($1,200,000.00, plus closing costs and title expenses not to exceed $7,600.86) - Financing: Equity Revitalization Capital Fund ($107,600.86) and General Fund ($1,100,000.00)",22-1059,CONSENT AGENDA,Deleted,10901,"Authorize acquisition from Wilbow-Timberlawn, LLC, of approximately four acres of land located near the intersection of Samuell Boulevard and Grove Hill Road for the 4600 Samuell Boulevard Future Park Project - Not to exceed $1,207,600.86 ($1,200,000.00, plus closing costs and title expenses not to exceed $7,600.86) - Financing: Equity Revitalization Capital Fund ($107,600.86) and General Fund ($1,100,000.00)",2022-04-20,22-0793; DELETED,Department of Public Works (PBW),Department of Public Works,,Socrata Roll Call,,,,,0,11,AGENDA,DELETED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/0b320f65-b501-4020-9d13-2193b653b27d.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/da091e11-58dd-4d84-bde6-009af4fc0b19.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4913f92d-6d8d-4cbb-af39-1c0a0e002a0b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c3017eb6-7730-41f3-b95d-7aac06861db2.pdf,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53196,12.,38,"Authorize a thirty-six-month construction services contract for the 2022 Dallas Sidewalk Master Plan Improvements that includes water and wastewater adjustments at various locations throughout the City - Vescorp Construction, LLC dba Chavez Concrete Cutting, lowest responsible bidder of seven - Not to exceed $13,887,150.00 - Financing: Certificate of Obligation Funds ($6,922,812.89), Street and Alley Improvement Fund ($5,682,577.11), General Fund ($695,560.00), Water Construction Fund ($546,200.00) and Wastewater Construction Fund ($40,000.00) (subject to annual appropriations)",22-411,CONSENT AGENDA,Approved,10254,"Authorize a thirty-six-month construction services contract for the 2022 Dallas Sidewalk Master Plan Improvements that includes water and wastewater adjustments at various locations throughout the City - Vescorp Construction, LLC dba Chavez Concrete Cutting, lowest responsible bidder of seven - Not to exceed $13,887,150.00 - Financing: Certificate of Obligation Funds ($6,922,812.89), Street and Alley Improvement Fund ($5,682,577.11), General Fund ($695,560.00), Water Construction Fund ($546,200.00) and Wastewater Construction Fund ($40,000.00) (subject to annual appropriations)",2022-01-21,22-0794; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,12,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/f141c25d-e477-476f-828e-0d8bcb5af8a1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4242c440-de85-4a89-a949-aeff0b2d320d.docx,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53197,13.,39,"Authorize a sixty-two month lease agreement with Ricchi Towers, LLC, for approximately 2,105 square feet of office space located at 8585 North Stemmons Freeway, Suite S-720, to be used for City personnel purposes for the Dallas Fire Department for the period July 1, 2022 through August 31, 2027 - Not to exceed $190,151.68 - Financing: General Fund (subject to annual appropriations)",22-1026,CONSENT AGENDA,Approved,10870,"Authorize a sixty-two month lease agreement with Ricchi Towers, LLC, for approximately 2,105 square feet of office space located at 8585 North Stemmons Freeway, Suite S-720, to be used for City personnel purposes for the Dallas Fire Department for the period July 1, 2022 through August 31, 2027 - Not to exceed $190,151.68 - Financing: General Fund (subject to annual appropriations)",2022-04-18,22-0795; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,13,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/f0e77129-1e19-4e41-84af-7799ac40bc86.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/9e77752d-9fbd-4802-9f3e-a2941674851d.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53198,14.,40,"Authorize Change Order No. 2 to the construction services contract with Heritage Materials, LLC to authorize reducing General Fund capacity by $5,649,587.95 and Street and Alley Improvement Fund by $5,649,587.95 and increasing Certificate of Obligation funding by $11,299,175.90 for a zero-dollar change order, keeping the contract amount at $193,566,066.60 - Financing: 2022 Certificate of Obligation Fund",22-1051,CONSENT AGENDA,Approved,10893,"Authorize Change Order No. 2 to the construction services contract with Heritage Materials, LLC to authorize reducing General Fund capacity by $5,649,587.95 and Street and Alley Improvement Fund by $5,649,587.95 and increasing Certificate of Obligation funding by $11,299,175.90 for a zero-dollar change order, keeping the contract amount at $193,566,066.60 - Financing: 2022 Certificate of Obligation Fund",2022-04-20,22-0796; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,14,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/7acc8d79-54f1-4fd7-8b48-0cdb1bd2baaf.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/be5c62c2-5432-4c45-8b7d-67b6e60effd0.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53201,15.,42,"Authorize a construction contract for the Dallas Union Bikeway Connector Project from Houston Street and Nowitzki Way to the intersection of Harwood Street and Woodall Rodgers Freeway access road - Gibson & Associates, Inc., lowest responsible bidder of two - Not to exceed $1,015,842.45 - Financing: Texas Department of Transportation Grant Fund ($554,682.00), Bike Lane Fund ($461,160.45)",22-940,CONSENT AGENDA,Approved as an Individual Item,10784,"Authorize a construction contract for the Dallas Union Bikeway Connector Project from Houston Street and Nowitzki Way to the intersection of Harwood Street and Woodall Rodgers Freeway access road - Gibson & Associates, Inc., lowest responsible bidder of two - Not to exceed $1,015,842.45 - Financing: Texas Department of Transportation Grant Fund ($554,682.00), Bike Lane Fund ($461,160.45)",2022-04-08,22-0797; APPROVED AS AN INDIVIDUAL ITEM,Department of Transportation (TRN),Department of Transportation,1,Socrata Roll Call,,,,,0,15,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/764baca4-52b2-46e2-8150-6fe41f0c2290.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/66b21249-ee98-4efe-9a18-270f6d5fb46a.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53202,16.,43,"Authorize the (1) acceptance of a grant from the United States Department of Transportation Federal Highway Administration through the Texas Department of Transportation (TxDOT) for a Transportation Alternatives Set-Aside (TASA) Program Grant (Agreement No. CSJ 0918-47-327, CFDA No. 20.205) in the amount of $325,661.00 as federal share in the total project cost of $342,743.37 (Federal share $325,661.00, Indirect State $14,121.87, and City of Dallas match for Direct State Participation $2,960.50 totaling $342,743.37) for costs related to the reconstruction and widening of the existing sidewalks to install ADA ramps, from Gaston Avenue to the Northwest, and North Prairie Avenue to the Northeast for installation of traffic calming improvements for crosswalks, signs, pedestrian signals and other Safe Routes to School Improvements; (2) establishment of appropriations in the amount of $325,661.00 in the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (3) receipt and deposit of funds in the amount of $325,661.00 in the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (4) disbursement of funds in the amount of $325,661.00 from the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (5) disbursement of City of Dallas Direct State Participation funds in the amount of $1,480.25 to be issued as a warrant check to TxDOT for State construction costs and other State direct costs related to the project from the Bike Lane Fund; (6) disbursement of City of Dallas Direct State Participation funds in the amount of $1,480.25 to be issued as a warrant check to TxDOT for State construction costs and other State direct costs related to the project from the General Fund;  and (7) execution of the Advance Funding Agreement with TxDOT and all terms, conditions, and documents required by the grant agreement - Total amount of $328,621.50 - Financing: Texas Department of Transportation Grant Funds ($325,661.00) Bike Lane Fund ($1,480.25) General Fund ($1,480.25)",22-1053,CONSENT AGENDA,Approved,10895,"Authorize the (1) acceptance of a grant from the United States Department of Transportation Federal Highway Administration through the Texas Department of Transportation (TxDOT) for a Transportation Alternatives Set-Aside (TASA) Program Grant (Agreement No. CSJ 0918-47-327, CFDA No. 20.205) in the amount of $325,661.00 as federal share in the total project cost of $342,743.37 (Federal share $325,661.00, Indirect State $14,121.87, and City of Dallas match for Direct State Participation $2,960.50 totaling $342,743.37) for costs related to the reconstruction and widening of the existing sidewalks to install ADA ramps, from Gaston Avenue to the Northwest, and North Prairie Avenue to the Northeast for installation of traffic calming improvements for crosswalks, signs, pedestrian signals and other Safe Routes to School Improvements; (2) establishment of appropriations in the amount of $325,661.00 in the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (3) receipt and deposit of funds in the amount of $325,661.00 in the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (4) disbursement of funds in the amount of $325,661.00 from the Zaragoza Road Safe Routes to School (SRTS) Improvements Fund; (5) disbursement of City of Dallas Direct State Participation funds in the amount of $1,480.25 to be issued as a warrant check to TxDOT for State construction costs and other State direct costs related to the project from the Bike Lane Fund; (6) disbursement of City of Dallas Direct State Participation funds in the amount of $1,480.25 to be issued as a warrant check to TxDOT for State construction costs and other State direct costs related to the project from the General Fund;  and (7) execution of the Advance Funding Agreement with TxDOT and all terms, conditions, and documents required by the grant agreement - Total amount of $328,621.50 - Financing: Texas Department of Transportation Grant Funds ($325,661.00) Bike Lane Fund ($1,480.25) General Fund ($1,480.25)",2022-04-20,22-0798; APPROVED,Department of Transportation (TRN),Department of Transportation,1,Socrata Roll Call,,,,,0,16,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/e327e6f8-0b39-4222-aa84-1303bd90f308.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/7a3b3dc4-6a97-4a42-a6a7-40773485de14.pdf,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53235,17.,45,"Authorize Supplemental Agreement No. 1 to the consultant contract with AECOM/AZTECA Joint Venture to provide additional program management and staff augmentation services to complete the 2017 Bond Program horizontal projects for Streets and Transportation - Not to exceed $430,580.31 from $7,514,491.04, to $7,945,071.35 - Financing: Bond Program Administration Fund",22-774,CONSENT AGENDA,Approved,10618,"Authorize Supplemental Agreement No. 1 to the consultant contract with AECOM/AZTECA Joint Venture to provide additional program management and staff augmentation services to complete the 2017 Bond Program horizontal projects for Streets and Transportation - Not to exceed $430,580.31 from $7,514,491.04, to $7,945,071.35 - Financing: Bond Program Administration Fund",2022-03-21,22-0799; APPROVED,Office of Bond and Construction Management (BCM),Office of Bond and Construction Management,1,Socrata Roll Call,,,,,0,17,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/35edb50d-e7bc-46e8-bed6-d8489ab253f0.docx,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53354,18.,48,"Authorize a development agreement and all other necessary documents with FM City Park, LLC (“Adjacent Owner”) and/or its affiliates in an amount not to exceed $285,650.00 for the design and construction of the Pearl Improvement Project (“Project”), located in the Pearl Expressway public right-of-way between Taylor Street and Marilla Street, in Tax Increment Financing Reinvestment Zone Number Six (“Farmers Market TIF District”), approved as to form by the City Attorney, payable from Farmers Market Tax Increment Financing District funds, such improvements being necessary and convenient to the implementation of the Farmers Market TIF District Amended Project Plan and Reinvestment Zone Financing Plan - Not to exceed $285,650.00 - Financing: Farmers Market TIF District Fund (subject to annual appropriations from tax increments)",22-1136,CONSENT AGENDA,Approved as an Individual Item,10978,"Authorize a development agreement and all other necessary documents with FM City Park, LLC (“Adjacent Owner”) and/or its affiliates in an amount not to exceed $285,650.00 for the design and construction of the Pearl Improvement Project (“Project”), located in the Pearl Expressway public right-of-way between Taylor Street and Marilla Street, in Tax Increment Financing Reinvestment Zone Number Six (“Farmers Market TIF District”), approved as to form by the City Attorney, payable from Farmers Market Tax Increment Financing District funds, such improvements being necessary and convenient to the implementation of the Farmers Market TIF District Amended Project Plan and Reinvestment Zone Financing Plan - Not to exceed $285,650.00 - Financing: Farmers Market TIF District Fund (subject to annual appropriations from tax increments)",2022-05-05,22-0800; APPROVED AS AN INDIVIDUAL ITEM,Office of Economic Development (ECO),Office of Economic Development,1,Socrata Roll Call,,,,,0,18,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/b6dcf8ef-20a2-401f-809d-0fdf8bed9773.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/c73dd78c-d388-4b07-85e0-68a8e1fbd762.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/69c83ffe-1a72-4a70-ab80-989ed5e4b2f1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4b0ad161-04a2-426d-889b-e2edd7070332.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/11923662-265e-4661-a3f7-c2dcb73cc7cf.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c6a95646-1429-4d9f-8397-cf59eca92cfe.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d228fab5-d5ff-4ac6-8c54-404ba223d1cf.pdf,YES,YES,AWVT,,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53355,19.,49,"Authorize a development agreement and an amendment to the Master Agreement, as amended, along with other documents the City deems necessary with 1100 Pearl Street, Inc. (“Developer”) and/or its affiliates in an amount not to exceed $6,544,249.00 payable from future Farmers Market TIF District Funds, in consideration for the design, funding, and construction of the Pearl Lofts Project (“Project”) located on property currently addressed as 2100 Jan Pruitt Way (“Project site”) in Tax Increment Financing Reinvestment Zone Number Six (“Farmers Market TIF District”), approved as to form by the City Attorney, with such improvements being necessary and convenient to the implementation of the Farmers Market TIF District Project Plan and Reinvestment Zone Financing plan, as amended - Not to exceed $6,544,249.00 - Financing: Farmers Market TIF District Fund (subject to future appropriations from tax increments)",22-1137,CONSENT AGENDA,Approved as an Individual Item,10979,"Authorize a development agreement and an amendment to the Master Agreement, as amended, along with other documents the City deems necessary with 1100 Pearl Street, Inc. (“Developer”) and/or its affiliates in an amount not to exceed $6,544,249.00 payable from future Farmers Market TIF District Funds, in consideration for the design, funding, and construction of the Pearl Lofts Project (“Project”) located on property currently addressed as 2100 Jan Pruitt Way (“Project site”) in Tax Increment Financing Reinvestment Zone Number Six (“Farmers Market TIF District”), approved as to form by the City Attorney, with such improvements being necessary and convenient to the implementation of the Farmers Market TIF District Project Plan and Reinvestment Zone Financing plan, as amended - Not to exceed $6,544,249.00 - Financing: Farmers Market TIF District Fund (subject to future appropriations from tax increments)",2022-05-05,22-0801; APPROVED AS AN INDIVIDUAL ITEM,Office of Economic Development (ECO),Office of Economic Development,1,Socrata Roll Call,,,,,0,19,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/4688085c-a622-4b18-b2b9-33f8a4dd44dc.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/80e69acb-b7d3-45b8-8dc9-53371da9a5c7.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/d8ed76b4-437b-4e6d-abf3-9c0110d7b88e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/700e76d8-1b52-4996-948f-697146aada28.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6dd510ee-4606-440a-8bc0-92d0c732ac19.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e6fb1a74-05ac-4ed4-9b6b-3292f852ac0c.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d4bed7cb-fb75-4fc4-a743-7549d180170b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/cd16ca24-bfcb-4831-8b15-d52cb3ab67fa.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/29f9a5dc-64c1-4ddc-b44c-7bf4156d5cb6.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/9959deef-b9c7-4ff5-a057-3ee7dfb5e4d2.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e5cd3ddd-b284-469b-9123-bbdce1f840c1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/10b30f53-c505-492a-8587-d2fbc398157a.pdf,YES,YES,AWVT,,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
2091,2022-05-25,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",53424,20.,51,"Authorize a twenty-year facility use agreement, with two ten-year renewal options with Family Gateway, Inc for approximately 72,032 square feet of land improved with a 34,109 square foot former hotel located at 19373 Preston Road, to be used as a facility to promote and address the needs for families and individuals experiencing homelessness for the period July 1, 2023 through June 30, 2043 - Financing: No cost consideration to the City",22-1170,CONSENT AGENDA,Approved,11012,"Authorize a twenty-year facility use agreement, with two ten-year renewal options with Family Gateway, Inc for approximately 72,032 square feet of land improved with a 34,109 square foot former hotel located at 19373 Preston Road, to be used as a facility to promote and address the needs for families and individuals experiencing homelessness for the period July 1, 2023 through June 30, 2043 - Financing: No cost consideration to the City",2022-05-09,22-0802; APPROVED,Office of Homeless Solutions (OHS),Office of Homeless Solutions,1,Socrata Roll Call,,,,,0,20,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/052522Min.pdf,https://dallastx.new.swagit.com/videos/201972,https://cityofdallas.legistar1.com/cityofdallas/attachments/34b3abae-e3e0-4d49-912a-27f7487ac9a2.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/b5e82475-0327-466b-b63f-c377451b5dc7.doc,YES,YES,YES,,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES
