event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Carolyn Arnold,Carolyn King Arnold,Chad West,Eric Johnson,Gay Donnel Willis,Gay Donnell Willis,Jaime Resendez,Jaynie Schultz,Jaynie Shultz,Jesse  Moreno,Jesse Moreno,Kathy Stewart,Laura Cadena,Lorie Blair,Maxie Johnson,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennel Atkins,Tennell  Atkins,William Roth,Zarin D. Gracey,Zarin Gracey
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93449,,73,Office of Community Care and Empowerment,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93450,34.,74,"Authorize the (1) acceptance of a grant from the Bill & Melinda Gates Foundation through the Massachusetts Institute of Technology (MIT) Subaward Agreement No. S6566, in the amount of $50,000.00 for the J-PAL North America’s LEVER Evaluation design for the Digital Navigators Program for the period of September 1, 2024 through August 31; (2) establishment of appropriations in an amount not to exceed $50,000.00 in J-PAL North America's LEVER Evaluation Incubator Grant Fund; (3) receipt and deposit of funds in an amount not to exceed $50,000.00 in J-PAL North America's LEVER Evaluation Incubator Grant Fund; and (4) execute the grant sub agreement and all terms, conditions and documents required by the grant sub agreement, approved as to form by the City Attorney - Not to exceed $50,000.00 - Financing: J-PAL North America’s LEVER Evaluation Incubator Grant Fund",25-1590A,CONSENT AGENDA,Corrected; Approved,21247,"Authorize the (1) acceptance of a grant from the Bill & Melinda Gates Foundation through the Massachusetts Institute of Technology (MIT) Subaward Agreement No. S6566, in the amount of $50,000.00 for the J-PAL North America’s LEVER Evaluation design for the Digital Navigators Program for the period of September 1, 2024 through August 31; (2) establishment of appropriations in an amount not to exceed $50,000.00 in J-PAL North America's LEVER Evaluation Incubator Grant Fund; (3) receipt and deposit of funds in an amount not to exceed $50,000.00 in J-PAL North America's LEVER Evaluation Incubator Grant Fund; and (4) execute the grant sub agreement and all terms, conditions and documents required by the grant sub agreement, approved as to form by the City Attorney - Not to exceed $50,000.00 - Financing: J-PAL North America’s LEVER Evaluation Incubator Grant Fund",2025-04-30,25-0836; CORRECTED; APPROVED,Office of Community Care and Empowerment (OCC),Office of Community Care and Empowerment,1,Socrata Roll Call,,,,,0,34,AGENDA,APPROVED CORRECTED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/8abc3c91-61fb-44ef-9bba-6b525cbfbab5.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93529,,75,Page Break,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93451,,76,Office of Economic Development,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93456,35.,77,"Authorize (1) a real property tax abatement agreement and all necessary documents with CP Land Owner, LLC and/or affiliate (“Cityplace Phase 1 Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of Cityplace Phase 1 Owner’s real property investment in and delivery of Phase 1: The Apron (“Cityplace Phase 1 Project”) on approximately 5.3 acres of unimproved land addressed as 2711 North Haskell in the City of Dallas Neighborhood Empowerment Zone Number 21 (“NEZ No. 21”); (2) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2A Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of Cityplace Phase 2A Owner’s real property investment in and delivery of Phase 2A: The Tower (“Cityplace Phase 2A Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21; (3) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2B Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of the Cityplace Phase 2B Owner’s real property investment in and delivery of Phase 2B: The Tower (“Cityplace Phase 2B Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21; and (4) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2C Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of the Cityplace Phase 2C Owner’s real property investment in and delivery of Phase 2C: The Tower (“Cityplace Phase 2C Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21, in accordance with the City’s Economic Development Incentive Policy - Estimated Forgone Revenue: $13,849,498.00, over a ten-year period (all four phases)",25-1621A,CONSENT AGENDA,Approved,21278,"Authorize (1) a real property tax abatement agreement and all necessary documents with CP Land Owner, LLC and/or affiliate (“Cityplace Phase 1 Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of Cityplace Phase 1 Owner’s real property investment in and delivery of Phase 1: The Apron (“Cityplace Phase 1 Project”) on approximately 5.3 acres of unimproved land addressed as 2711 North Haskell in the City of Dallas Neighborhood Empowerment Zone Number 21 (“NEZ No. 21”); (2) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2A Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of Cityplace Phase 2A Owner’s real property investment in and delivery of Phase 2A: The Tower (“Cityplace Phase 2A Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21; (3) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2B Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of the Cityplace Phase 2B Owner’s real property investment in and delivery of Phase 2B: The Tower (“Cityplace Phase 2B Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21; and (4) a real property tax abatement agreement and all other necessary documents with CP Tower Owner, LLC and/or affiliate (“Cityplace Phase 2C Owner”) for a period of ten years in an amount equal to the City’s taxes assessed on ninety percent of the added taxable value to the real property resulting from and in consideration of the Cityplace Phase 2C Owner’s real property investment in and delivery of Phase 2C: The Tower (“Cityplace Phase 2C Project”) on approximately 3.3 acres of improved land addressed as 2711 North Haskell in the City of Dallas NEZ No. 21, in accordance with the City’s Economic Development Incentive Policy - Estimated Forgone Revenue: $13,849,498.00, over a ten-year period (all four phases)",2025-05-05,25-0837; APPROVED,Office of Economic Development (ECO),Office of Economic Development,1,Socrata Roll Call,,,,,0,35,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/55da4018-d8e1-4c1e-845b-4b9ce9a7986e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e5baa774-6d7b-42c3-b4f1-79290dbe124b.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/b6ccb89f-6341-4355-9a5c-a5667b2475ac.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/cd79c858-365e-461f-b1ac-581f2d1a0e97.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/de0b0503-0d4c-427e-97c7-10cf18cdca83.pdf,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93678,36.,78,"Authorize amendment of the tax increment financing (“TIF”) development agreement (“Agreement”) previously authorized by the City Council on September 23, 2020 by Resolution No. 20-1480 between the City of Dallas (“City”) and Villas at WH 20, LP and its affiliate Villas Development Corporation (collectively, “Owner/Developer”) and the associated deed restrictions recorded on February 28, 2024 under Clerk’s File No. 202400040173 (“Deed Restrictions”) to (1) allow the City to subordinate the Deed Restrictions to the lien of a permanent financing loan to be between Fannie Mae (“Lender”) and Owner/Developer; and in consideration; and (2) accept the execution of a limited recapture guaranty (“Recapture Guaranty”) by Villas at WH 20, LP and Villas at WH 20 GP, LLC,  approved as to form by the City Attorney in favor of the City, to facilitate the permanent financing loan to be provided by Fannie Mae for the mixed-income apartment development commonly known as Mariposa at Western Heights, formerly known as the Villas at Western Heights (“Project”), addressed as 1641 North Windomere in Tax Increment Reinvestment Zone Number Fifteen (“Fort Worth Avenue TIF District”) - Financing: No cost consideration to the City",25-1697A,CONSENT AGENDA,Deleted,21354,"Authorize amendment of the tax increment financing (“TIF”) development agreement (“Agreement”) previously authorized by the City Council on September 23, 2020 by Resolution No. 20-1480 between the City of Dallas (“City”) and Villas at WH 20, LP and its affiliate Villas Development Corporation (collectively, “Owner/Developer”) and the associated deed restrictions recorded on February 28, 2024 under Clerk’s File No. 202400040173 (“Deed Restrictions”) to (1) allow the City to subordinate the Deed Restrictions to the lien of a permanent financing loan to be between Fannie Mae (“Lender”) and Owner/Developer; and in consideration; and (2) accept the execution of a limited recapture guaranty (“Recapture Guaranty”) by Villas at WH 20, LP and Villas at WH 20 GP, LLC,  approved as to form by the City Attorney in favor of the City, to facilitate the permanent financing loan to be provided by Fannie Mae for the mixed-income apartment development commonly known as Mariposa at Western Heights, formerly known as the Villas at Western Heights (“Project”), addressed as 1641 North Windomere in Tax Increment Reinvestment Zone Number Fifteen (“Fort Worth Avenue TIF District”) - Financing: No cost consideration to the City",2025-05-12,25-0838; DELETED,Office of Economic Development (ECO),Office of Economic Development,,Socrata Roll Call,,,,,0,36,AGENDA,DELETED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/38c320a1-1447-4d7f-aedd-3a75a413e27f.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/607cbdee-0623-4d4b-8323-95ff7aac9728.docx,N/A,N/A,,N/A,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,,,,N/A,N/A,N/A,,N/A,,,N/A
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93457,,79,Office of Procurement Services,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93462,37.,80,"Authorize a three-year master agreement for the purchase of plumbing pipes, fittings, fixtures, trims, and parts for the Dallas Water Utilities Department - Core & Main LP dba Green Equipment Company in the estimated amount of $781,227.70 and Eastern Plumbing Supply, LLC in the estimated amount of $6,550.00, lowest responsible bidders of two - Total estimated amount of $787,777.70 - Financing:  Dallas Water Utilities Fund",25-1559A,CONSENT AGENDA,Approved,21216,"Authorize a three-year master agreement for the purchase of plumbing pipes, fittings, fixtures, trims, and parts for the Dallas Water Utilities Department - Core & Main LP dba Green Equipment Company in the estimated amount of $781,227.70 and Eastern Plumbing Supply, LLC in the estimated amount of $6,550.00, lowest responsible bidders of two - Total estimated amount of $787,777.70 - Financing:  Dallas Water Utilities Fund",2025-04-30,25-0839; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,37,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/9b92f1fc-c275-402f-8c23-6157741510f1.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93464,38.,81,"Authorize an eighteen-month service contract for the administration of the Dallas Accelerator Program for the Office of Procurement Services - Greater Dallas Hispanic Chamber of Commerce in the amount of $603,683.00 and Dallas Fort Worth Minority Supplier Development Council, Inc. in the amount of $356,828.00, most advantageous proposers of eleven - Total not to exceed $960,511.00 - Financing:  General Fund ($500,000.00) and ARPA Redevelopment Fund ($460,511.00) (subject to annual appropriations)",25-1592A,CONSENT AGENDA,Approved,21249,"Authorize an eighteen-month service contract for the administration of the Dallas Accelerator Program for the Office of Procurement Services - Greater Dallas Hispanic Chamber of Commerce in the amount of $603,683.00 and Dallas Fort Worth Minority Supplier Development Council, Inc. in the amount of $356,828.00, most advantageous proposers of eleven - Total not to exceed $960,511.00 - Financing:  General Fund ($500,000.00) and ARPA Redevelopment Fund ($460,511.00) (subject to annual appropriations)",2025-04-30,25-0840; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,38,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/451f2808-950c-4e56-ba2b-a4fbf2e6e770.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93459,39.,82,"Authorize a five-year service contract, with two one-year renewal options, for a noise consultant to support the Dallas Airport System for the Department of Aviation - Harris Miller Miller & Hanson, Inc., most advantageous proposer of three - Not to exceed $1,008,650.00 - Financing: Aviation Fund (subject to annual appropriations)",25-1556A,CONSENT AGENDA,Approved,21213,"Authorize a five-year service contract, with two one-year renewal options, for a noise consultant to support the Dallas Airport System for the Department of Aviation - Harris Miller Miller & Hanson, Inc., most advantageous proposer of three - Not to exceed $1,008,650.00 - Financing: Aviation Fund (subject to annual appropriations)",2025-04-30,25-0841; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,39,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/1ac1a3c9-5a28-4528-b932-b8d02ca98dfb.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93458,40.,83,"Authorize a two-year service price agreement for temporary industrial and day labor for citywide use with Smith Temporaries, Inc. dba CornerStone Staffing through an interlocal agreement with the City of Arlington - Estimated amount of $8,000,000.00 - Financing: General Fund ($5,454,356.94), Dallas Water Utilities Fund ($1,221,648.86), Equipment and Fleet Management Fund ($968,194.85), Aviation Fund ($163,595.25), Bond Program Administration Fund ($140,204.10), and Stormwater Drainage Management Fund ($52,000.00) (subject to annual appropriations)",25-1517A,CONSENT AGENDA,Approved,21174,"Authorize a two-year service price agreement for temporary industrial and day labor for citywide use with Smith Temporaries, Inc. dba CornerStone Staffing through an interlocal agreement with the City of Arlington - Estimated amount of $8,000,000.00 - Financing: General Fund ($5,454,356.94), Dallas Water Utilities Fund ($1,221,648.86), Equipment and Fleet Management Fund ($968,194.85), Aviation Fund ($163,595.25), Bond Program Administration Fund ($140,204.10), and Stormwater Drainage Management Fund ($52,000.00) (subject to annual appropriations)",2025-04-22,25-0842; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,40,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/5fbb28d5-8e21-4e65-abe8-d5639a66dc06.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93460,41.,84,"Authorize a three-year service price agreement for janitorial services for aquatic spraygrounds for the Park & Recreation Department - Andrews Building Service, Inc., most advantageous proposer of nine - Estimated amount of $496,470.65 - Financing:  General Fund",25-1557A,CONSENT AGENDA,Approved,21214,"Authorize a three-year service price agreement for janitorial services for aquatic spraygrounds for the Park & Recreation Department - Andrews Building Service, Inc., most advantageous proposer of nine - Estimated amount of $496,470.65 - Financing:  General Fund",2025-04-30,25-0843; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,41,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/babd819e-c90a-44fe-a466-3ce87e276d36.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93461,42.,85,"Authorize a five-year service price agreement for hydraulic cylinder, pump, and valve repairs for citywide use - FLR Solutions, LLC and Texan Waste Equipment, Inc. dba Heil of Texas, lowest responsible bidders of three - Total estimated amount of $321,343.30 - Financing:  General Fund ($16,067.17), Equipment and Fleet Management Fund ($202,446.27), Dallas Water Utilities Fund ($96,402.99), and Sanitation Operation Fund ($6,426.87) (subject to annual appropriations)",25-1558A,CONSENT AGENDA,Approved,21215,"Authorize a five-year service price agreement for hydraulic cylinder, pump, and valve repairs for citywide use - FLR Solutions, LLC and Texan Waste Equipment, Inc. dba Heil of Texas, lowest responsible bidders of three - Total estimated amount of $321,343.30 - Financing:  General Fund ($16,067.17), Equipment and Fleet Management Fund ($202,446.27), Dallas Water Utilities Fund ($96,402.99), and Sanitation Operation Fund ($6,426.87) (subject to annual appropriations)",2025-04-30,25-0844; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,42,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/8df0ab31-655c-4b59-9c8e-a086c25fa953.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93466,43.,86,"Authorize the purchase of electric bicycles for the Dallas Police Department Bike Unit - American Bike Patrol Services, lowest responsible bidder of five - Not to exceed $159,999.60 - Financing:  2023 Homeland Security-Urban Area Security Initiative 24-26 Fund",25-1604A,CONSENT AGENDA,Approved,21261,"Authorize the purchase of electric bicycles for the Dallas Police Department Bike Unit - American Bike Patrol Services, lowest responsible bidder of five - Not to exceed $159,999.60 - Financing:  2023 Homeland Security-Urban Area Security Initiative 24-26 Fund",2025-05-02,25-0845; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,43,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/92bffcdb-edb4-4094-ab5e-6276502fc65d.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",94384,44.,87,"Authorize Supplemental Agreement No. 6 to increase the service contract with Tyler Technologies, Inc. for ongoing maintenance and support for the daily operations of the court case management system - Not to exceed $2,950,523.00, from $4,120,484.00 to $7,071,007.00 - Financing: Data Services Fund (subject to annual appropriations)",25-1560A,CONSENT AGENDA,Deleted,21217,"Authorize Supplemental Agreement No. 6 to increase the service contract with Tyler Technologies, Inc. for ongoing maintenance and support for the daily operations of the court case management system - Not to exceed $2,950,523.00, from $4,120,484.00 to $7,071,007.00 - Financing: Data Services Fund (subject to annual appropriations)",2025-04-30,25-0846; DELETED,Office of Procurement Services (POM),Office of Procurement Services,,Socrata Roll Call,,,,,0,44,AGENDA,DELETED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/3464d82b-ecd7-4da1-b75b-7dd339e6d08b.docx,N/A,N/A,,N/A,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,,,,N/A,N/A,N/A,,N/A,,,N/A
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93468,,88,Park & Recreation Department,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93521,45.,89,Authorize a resolution in support of an application for the Texas Department of Transportation 2025 Transportation Alternatives Set-Aside Program Call for Projects to be submitted by Dallas Area Rapid Transit for the Cotton Belt Trail - Financing: This action has no cost consideration to the City (see Fiscal Information),25-1513A,CONSENT AGENDA,Approved,21170,Authorize a resolution in support of an application for the Texas Department of Transportation 2025 Transportation Alternatives Set-Aside Program Call for Projects to be submitted by Dallas Area Rapid Transit for the Cotton Belt Trail - Financing: This action has no cost consideration to the City (see Fiscal Information),2025-04-22,25-0847; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,45,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/21cb13bd-6d62-442a-a23f-52222ddf2027.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/55dc8225-17f0-4aaa-af66-c641f970f7d6.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",94225,46.,90,"Authorize a three-year lnterlocal Agreement between City of Dallas and Grand Prairie Independent School District for the purpose of providing transportation services - Not to exceed $810,000.00 - Financing: General Fund (subject to annual appropriations)",25-1554A,CONSENT AGENDA,Approved,21211,"Authorize a three-year lnterlocal Agreement between City of Dallas and Grand Prairie Independent School District for the purpose of providing transportation services - Not to exceed $810,000.00 - Financing: General Fund (subject to annual appropriations)",2025-04-29,25-0848; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,46,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/f6bb6a05-d674-4f77-ae39-8c168e58f5a0.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93469,47.,91,"Authorize a professional services contract with Brown Reynolds Watford Architects, Inc. for architectural and engineering services for the schematic design, design development, construction documents, bidding and negotiation, and construction administration for the renovation of two recreation center facilities: Arcadia Recreation Center located at 5420 Arcadia Drive and Eloise Lundy Recreation Center located at 1228 Reverend CBT Smith Street - Total not to exceed $223,197.00 - Financing: Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund)",25-1275A,CONSENT AGENDA,Approved as an Individual Item,20985,"Authorize a professional services contract with Brown Reynolds Watford Architects, Inc. for architectural and engineering services for the schematic design, design development, construction documents, bidding and negotiation, and construction administration for the renovation of two recreation center facilities: Arcadia Recreation Center located at 5420 Arcadia Drive and Eloise Lundy Recreation Center located at 1228 Reverend CBT Smith Street - Total not to exceed $223,197.00 - Financing: Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund)",2025-04-07,25-0849; APPROVED AS AN INDIVIDUAL ITEM,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,47,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,https://cityofdallas.legistar1.com/cityofdallas/attachments/646b28a2-090a-4811-a145-3aa17e03ac71.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/a935f433-1ba5-4173-95e4-7168ec4c812c.PDF,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,ABST,,YES,,,YES
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",94213,,92,Page Break,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93473,,93,ITEMS FOR INDIVIDUAL CONSIDERATION,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93474,,94,City Secretary's Office,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,2025-05-28,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",93519,48.,95,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),25-1631A,ITEMS FOR INDIVIDUAL CONSIDERATION,Individual Appointments Made to Boards and Commissions,21288,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),2025-05-06,25-0850; INDIVIDUAL APPOINTMENT MADE TO BOARDS AND COMMISSIONS,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,48,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/052825Min.pdf,https://dallastx.new.swagit.com/videos/344122,,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
