event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jesse  Moreno,Kathy Stewart,Laura Cadena,Lorie Blair,Maxie Johnson,Paul Ridley,Paula Blackmon,William Roth,Zarin D. Gracey
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97077,31.,68,"An ordinance abandoning the entirety of one water easement and portions of a separate water easement, a wastewater easement and a sanitary sewer easement to AP The Hill Owner, LLC and The Hill Development Owner LP, the abutting owners, containing a total of approximately 5,640 square feet of land, located near the intersection of Walnut Hill Lane and North Central Expressway - Revenue: General Fund $11,150.00, plus the $20.00 ordinance publication fee",25-2489A,CONSENT AGENDA,Approved,22101,"An ordinance abandoning the entirety of one water easement and portions of a separate water easement, a wastewater easement and a sanitary sewer easement to AP The Hill Owner, LLC and The Hill Development Owner LP, the abutting owners, containing a total of approximately 5,640 square feet of land, located near the intersection of Walnut Hill Lane and North Central Expressway - Revenue: General Fund $11,150.00, plus the $20.00 ordinance publication fee",2025-08-01,25-1353; APPROVED; ORDINANCE 33194,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,31,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/0dbf01ce-5adf-4732-a885-11fba5467687.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/5044deb3-7ab0-43f0-b266-500ca7ec8155.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/0eb8a6f9-f60a-4977-b6e4-33c617fd9321.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97079,32.,69,"An ordinance granting a private license to Board of Regents of The University of Texas System for the benefit of The University of Texas Southwestern Medical Center, for the use of a total of approximately 3,359 square feet of land to install, occupy, maintain and utilize a subsurface electrical duct bank under portions of Harry Hines Boulevard and Record Crossing Road rights-of-way located near its intersection with Record Crossing Road and Harry Hines Boulevard - Revenue: General Fund $4,111.00 annually, plus the $20.00 ordinance publication fee",25-2492A,CONSENT AGENDA,Approved,22104,"An ordinance granting a private license to Board of Regents of The University of Texas System for the benefit of The University of Texas Southwestern Medical Center, for the use of a total of approximately 3,359 square feet of land to install, occupy, maintain and utilize a subsurface electrical duct bank under portions of Harry Hines Boulevard and Record Crossing Road rights-of-way located near its intersection with Record Crossing Road and Harry Hines Boulevard - Revenue: General Fund $4,111.00 annually, plus the $20.00 ordinance publication fee",2025-08-01,25-1354; APPROVED; ORDINANCE 33195,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,32,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/2536eeba-0e9e-4074-8a7c-2c0ab6f71a55.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/0341e20a-a1a6-4f88-9efb-2194408076e7.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/86b943c6-2a32-4cef-bff2-0ced651e4975.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/086510aa-bcbb-4eb8-9758-99bd3f926672.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97080,33.,70,"An ordinance granting a private license to 2713 Canton, Ltd., for the use of a total of approximately 470 square feet of land for surface and aerial space to install, occupy, maintain and utilize two premise blade signs with illumination, one marquee sign, stairs, ramps and two canopies without lettering over and on a portion of Canton Street right-of-way located near its intersection with Crowdus Street - Revenue: General Fund $3,150.00 annually and $200.00 one-time fee, plus the $20.00 ordinance publication fee",25-2493A,CONSENT AGENDA,Approved,22105,"An ordinance granting a private license to 2713 Canton, Ltd., for the use of a total of approximately 470 square feet of land for surface and aerial space to install, occupy, maintain and utilize two premise blade signs with illumination, one marquee sign, stairs, ramps and two canopies without lettering over and on a portion of Canton Street right-of-way located near its intersection with Crowdus Street - Revenue: General Fund $3,150.00 annually and $200.00 one-time fee, plus the $20.00 ordinance publication fee",2025-08-01,25-1355; APPROVED; ORDINANCE 33196,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,33,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/d1d7ebad-65da-4910-804d-7101eab96e8d.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/2b6e51fd-b99e-44bc-99d3-9dee933fe2c3.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/61835c93-87da-4a64-8bbc-62241f792eea.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/2adc40b4-e7c3-4380-9e9c-dd8b3f239237.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97078,34.,71,"An ordinance granting renewal of a revocable license to Frankie’s Downtown LLC, for the use of approximately 405 square feet of land to , occupy and maintain an existing sidewalk cafe and eight wooden planters on a portion of Main Street right-of-way located near its intersection with Field Street - Revenue: General Fund $200.00 annually and a $100.00 one-time fee, plus the $20.00 ordinance publication fee",25-2491A,CONSENT AGENDA,Approved,22103,"An ordinance granting renewal of a revocable license to Frankie’s Downtown LLC, for the use of approximately 405 square feet of land to , occupy and maintain an existing sidewalk cafe and eight wooden planters on a portion of Main Street right-of-way located near its intersection with Field Street - Revenue: General Fund $200.00 annually and a $100.00 one-time fee, plus the $20.00 ordinance publication fee",2025-08-01,25-1356; APPROVED; ORDINANCE 33197,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,34,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/5918c0bf-6ff8-4535-bb3b-add3e0e36265.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/420ce8c1-6a13-49b3-bd20-51fd0299adda.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/bcc19fb3-57c3-42cb-b6d9-c4aab234b14b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/77df23b2-7f03-4337-84ed-8d9d92cdb946.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97075,35.,73,"Authorize an amendment to an existing lease agreement with Dockside Threading, Inc. to extend the lease agreement for an additional five years for approximately 9,669 square feet of office and clinic space located at 1111 West Ledbetter Drive Suites 600 and 750, to be used as a Women, Infants and Children Clinic for the period January 1, 2026 through December 31, 2030 - Not to exceed $1,025,300.88 - Financing: Health and Human Services Commission Grant Funds (subject to annual appropriations)",25-2434A,CONSENT AGENDA,Approved,22046,"Authorize an amendment to an existing lease agreement with Dockside Threading, Inc. to extend the lease agreement for an additional five years for approximately 9,669 square feet of office and clinic space located at 1111 West Ledbetter Drive Suites 600 and 750, to be used as a Women, Infants and Children Clinic for the period January 1, 2026 through December 31, 2030 - Not to exceed $1,025,300.88 - Financing: Health and Human Services Commission Grant Funds (subject to annual appropriations)",2025-07-29,25-1357; APPROVED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,35,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/15f3174e-5b3d-4940-b659-a8f017dac590.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e4ff5338-37f9-4c8c-940a-25361d9a1244.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97299,36.,75,"Authorize a three-year cooperative purchasing agreement for continuous use for a governance, risk, and compliance software solution for the Department of Information and Technology Services with SHI/Government Solutions, Inc. through The Interlocal Purchasing System cooperative agreement - Not to exceed $532,077.00 - Financing: Data Services Fund (subject to annual appropriations)",25-2537A,CONSENT AGENDA,Approved,22149,"Authorize a three-year cooperative purchasing agreement for continuous use for a governance, risk, and compliance software solution for the Department of Information and Technology Services with SHI/Government Solutions, Inc. through The Interlocal Purchasing System cooperative agreement - Not to exceed $532,077.00 - Financing: Data Services Fund (subject to annual appropriations)",2025-08-12,25-1358; APPROVED,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,36,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/7b949b49-2c2c-4f35-a2f8-749be947b2f3.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97084,37.,76,"Authorize a three-year cooperative purchasing agreement for continuous use of SnapComms Employee Communication solution for the Department of Information and Technology Services with SHI Government Solutions, Inc. through the OMNIA Partners cooperative agreement - Not to exceed $259,395.00 - Financing: Data Services Fund (subject to annual appropriations)",25-2507A,CONSENT AGENDA,Approved,22119,"Authorize a three-year cooperative purchasing agreement for continuous use of SnapComms Employee Communication solution for the Department of Information and Technology Services with SHI Government Solutions, Inc. through the OMNIA Partners cooperative agreement - Not to exceed $259,395.00 - Financing: Data Services Fund (subject to annual appropriations)",2025-08-01,25-1359; APPROVED,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,37,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/67deb0d5-d7fd-4443-9310-5897023baf98.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97083,38.,77,"Authorize a five-year cooperative purchasing agreement for a Mass Emergency Notification System for the Office of Emergency Management and Crisis Response with AT&T Enterprises, LLC through the Texas Department of Information Resources cooperative agreement - Not to exceed $984,786.00 - Financing: CSEC Prop 8 Next Generation 9-1-1 Service Fund",25-2342A,CONSENT AGENDA,Approved,21954,"Authorize a five-year cooperative purchasing agreement for a Mass Emergency Notification System for the Office of Emergency Management and Crisis Response with AT&T Enterprises, LLC through the Texas Department of Information Resources cooperative agreement - Not to exceed $984,786.00 - Financing: CSEC Prop 8 Next Generation 9-1-1 Service Fund",2025-07-16,25-1360; APPROVED,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,38,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/6b3861c5-a834-4d30-84b5-4f9c9a0952d9.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97082,39.,79,"Authorize a five-year cooperative purchasing agreement for Toughbook as a Service rugged device subscription for the Dallas Fire-Rescue Department with Panasonic Corporation of North America dba Panasonic Connect of North America through the Department of Information Resources cooperative agreement - Not to exceed $708,817.50 - Financing: General Fund (subject to annual appropriations)",25-2295A,CONSENT AGENDA,Approved,21907,"Authorize a five-year cooperative purchasing agreement for Toughbook as a Service rugged device subscription for the Dallas Fire-Rescue Department with Panasonic Corporation of North America dba Panasonic Connect of North America through the Department of Information Resources cooperative agreement - Not to exceed $708,817.50 - Financing: General Fund (subject to annual appropriations)",2025-07-09,25-1361; APPROVED,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,39,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/485e6269-0b7f-4c57-82b5-ec97eccdd55b.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97090,40.,81,"Authorize (1) the rejection of bids received for Group 2 for analytical laboratory testing services; and (2) a three-year service price agreement for Groups 1, 3, and 4 for analytical laboratory testing services for the Dallas Water Utilities Department - Southern Petroleum Laboratories, Inc. in the estimated amount of $6,153,236.00 and North Water District Laboratory Services, Inc. in the estimated amount of $59,840.00, lowest responsible bidders of six - Total estimated amount of $6,213,076.00 - Financing: Dallas Water Utilities Fund ($5,823,270.00) and Stormwater Drainage Management Fund ($389,806.00) (subject to annual appropriations)",25-2403A,CONSENT AGENDA,Approved as an Individual Item,22015,"Authorize (1) the rejection of bids received for Group 2 for analytical laboratory testing services; and (2) a three-year service price agreement for Groups 1, 3, and 4 for analytical laboratory testing services for the Dallas Water Utilities Department - Southern Petroleum Laboratories, Inc. in the estimated amount of $6,153,236.00 and North Water District Laboratory Services, Inc. in the estimated amount of $59,840.00, lowest responsible bidders of six - Total estimated amount of $6,213,076.00 - Financing: Dallas Water Utilities Fund ($5,823,270.00) and Stormwater Drainage Management Fund ($389,806.00) (subject to annual appropriations)",2025-07-25,25-1362; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,40,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/74672e8c-4bf3-487b-bc43-7156ee938c63.docx,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,AWVT,YES,YES
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97087,41.,82,"Authorize a three-year service price agreement for electric motor repair services for the Dallas Water Utilities Department - Allen's Electric Motor Service, Inc. dba Allen's Pump & Rentals, lowest responsible bidder of four - Estimated amount of $2,747,726.00 - Financing:  Dallas Water Utilities Fund ($2,608,726.00) and Stormwater Drainage Management Fund ($139,000.00) (subject to annual appropriations)",25-2311A,CONSENT AGENDA,Approved,21923,"Authorize a three-year service price agreement for electric motor repair services for the Dallas Water Utilities Department - Allen's Electric Motor Service, Inc. dba Allen's Pump & Rentals, lowest responsible bidder of four - Estimated amount of $2,747,726.00 - Financing:  Dallas Water Utilities Fund ($2,608,726.00) and Stormwater Drainage Management Fund ($139,000.00) (subject to annual appropriations)",2025-07-11,25-1363; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,41,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/e7993912-fd44-4191-a256-cf9684de651f.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97094,42.,83,"Authorize a three-year service contract, with three one-year renewal options, for underwriting services for real estate development for the Department of Housing and Community Development - PMG World Wide, Inc., most advantageous proposer of five - Financing:  This action has no cost consideration to the City (see Fiscal Information)",25-2424A,CONSENT AGENDA,Approved,22036,"Authorize a three-year service contract, with three one-year renewal options, for underwriting services for real estate development for the Department of Housing and Community Development - PMG World Wide, Inc., most advantageous proposer of five - Financing:  This action has no cost consideration to the City (see Fiscal Information)",2025-07-28,25-1364; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,42,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/9bd4c7bb-eaa9-445e-9330-83f923619078.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97095,43.,84,"Authorize a three-year service contract in the amount of $263,100.00, with two one-year renewal options in the amount of $175,400.00, as detailed in the Fiscal Information section, for commercial insurance and broker of record services for the Office of Risk Management - Marsh & McLennan Companies, Inc., most advantageous proposer of three - Not to exceed $438,500.00 - Financing:  Risk Management Program Fund (subject to annual appropriations)",25-2439A,CONSENT AGENDA,Approved,22051,"Authorize a three-year service contract in the amount of $263,100.00, with two one-year renewal options in the amount of $175,400.00, as detailed in the Fiscal Information section, for commercial insurance and broker of record services for the Office of Risk Management - Marsh & McLennan Companies, Inc., most advantageous proposer of three - Not to exceed $438,500.00 - Financing:  Risk Management Program Fund (subject to annual appropriations)",2025-07-29,25-1365; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,43,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/0134e5b7-d2b9-4e8b-b0b3-691d393f487c.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97091,44.,85,"Authorize a three-year service price agreement, with two one-year renewal options, for on-call solid waste hauling support for the Department of Sanitation Services - UMGA Logistics, Inc., only bidder - Estimated amount of $314,645.00 - Financing:  Sanitation Operation Fund (subject to annual appropriations)",25-2420A,CONSENT AGENDA,Approved,22032,"Authorize a three-year service price agreement, with two one-year renewal options, for on-call solid waste hauling support for the Department of Sanitation Services - UMGA Logistics, Inc., only bidder - Estimated amount of $314,645.00 - Financing:  Sanitation Operation Fund (subject to annual appropriations)",2025-07-28,25-1366; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,44,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/ecf7b5ca-48ae-48a0-9802-1be8c5d8c388.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97093,45.,86,"Authorize a five-year service price agreement, with five one-year renewal options, for library serials administration for the Library - EBSCO Industries, Inc. dba EBSCO Information Services, most advantageous proposer of two - Estimated amount of $282,442.84 - Financing:  General Fund (subject to annual appropriations)",25-2423A,CONSENT AGENDA,Approved,22035,"Authorize a five-year service price agreement, with five one-year renewal options, for library serials administration for the Library - EBSCO Industries, Inc. dba EBSCO Information Services, most advantageous proposer of two - Estimated amount of $282,442.84 - Financing:  General Fund (subject to annual appropriations)",2025-07-28,25-1367; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,45,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/5fa3f928-0625-4669-8e65-f2ce4cb75a54.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97089,46.,87,"Authorize Supplemental Agreement No. 4 to increase the service contract with Convergint Technologies LLC, for continued maintenance and support for the existing airport access control system at Dallas Love Field for the Department of Aviation - Not to exceed $225,488.41, from $8,047,001.92 to $8,272,490.33 - Financing: Aviation Fund (subject to annual appropriations)",25-2393A,CONSENT AGENDA,Approved,22005,"Authorize Supplemental Agreement No. 4 to increase the service contract with Convergint Technologies LLC, for continued maintenance and support for the existing airport access control system at Dallas Love Field for the Department of Aviation - Not to exceed $225,488.41, from $8,047,001.92 to $8,272,490.33 - Financing: Aviation Fund (subject to annual appropriations)",2025-07-21,25-1368; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,46,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/e1c38b76-a490-470d-9bdf-999d220d93bb.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
3721,2025-08-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",97186,47.,89,"Authorize (1) the reappointment of Administrative Law Judge (ALJ), Karen R. Washington dba Karen Roberts Washington, Attorney at Law, for the period January 1, 2026 through September 30, 2027; (2) the appointment of Jody Gilzene, Claire Em Motivators, LLC, Chambers Legal PLLC, and Nicole N. Walker Owens, as Administrative Law Judges for the period October 1, 2025 through September 30, 2027, to hear employee appeals of terminations and demotions; and (3) contracts with each ALJ in the amount of $15,000.00 each - Total not to exceed $75,000.00 - Financing: General Fund (subject to appropriations)",25-2506A,CONSENT AGENDA,Approved,22118,"Authorize (1) the reappointment of Administrative Law Judge (ALJ), Karen R. Washington dba Karen Roberts Washington, Attorney at Law, for the period January 1, 2026 through September 30, 2027; (2) the appointment of Jody Gilzene, Claire Em Motivators, LLC, Chambers Legal PLLC, and Nicole N. Walker Owens, as Administrative Law Judges for the period October 1, 2025 through September 30, 2027, to hear employee appeals of terminations and demotions; and (3) contracts with each ALJ in the amount of $15,000.00 each - Total not to exceed $75,000.00 - Financing: General Fund (subject to appropriations)",2025-08-01,25-1369; APPROVED,Civil Service (CVS),Civil Service,1,Socrata Roll Call,,,,,0,47,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/8/3721_A_City_Council_25-08-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/082725Min.pdf,https://dallastx.new.swagit.com/videos/353873,https://cityofdallas.legistar1.com/cityofdallas/attachments/89376a26-b189-485c-82ad-8dd661280c78.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
